word	ipa	language	pos	concept	label
camisa	kamisa	spanish	noun	shirt	0
café	kafe	spanish	noun	coffee	0
coche	kotʃe	spanish	noun	car	0
piano	pjano	spanish	noun	piano	1
carretera	karetera	spanish	noun	road	0
ópera	opera	spanish	noun	opera	1
libro	libro	spanish	noun	book	0
karma	karma	spanish	noun	karma	1
bolígrafo	boliɣrafo	spanish	noun	pen	0
yoga	ʝoɣa	spanish	noun	yoga	1
leche	letʃe	spanish	noun	milk	0
safari	safari	spanish	noun	safari	1
pan	pan	spanish	noun	bread	0
cebra	θeβra	spanish	noun	zebra	1
nube	nuβe	spanish	noun	cloud	0
kayak	kajak	spanish	noun	kayak	1
lluvia	ʎuβja	spanish	noun	rain	0
iglú	iɣlu	spanish	noun	igloo	1
nieve	njeβe	spanish	noun	snow	0
samurái	samurai	spanish	noun	samurai	1
tormenta	tormeta	spanish	noun	storm	0
manga	maŋɡa	spanish	noun	manga	1
viento	βjento	spanish	noun	wind	0
anime	anime	spanish	noun	anime	1
fuego	fweɣo	spanish	noun	fire	0
haiku	xaiku	spanish	noun	haiku	1
hielo	jelo	spanish	noun	ice	0
origami	oriɣami	spanish	noun	origami	1
roca	roka	spanish	noun	rock	1
ninja	ninxa	spanish	noun	ninja	1
tierra	tjera	spanish	noun	earth	0
futón	futon	spanish	noun	futon	1
cielo	θjelo	spanish	noun	sky	0
ramen	ramen	spanish	noun	ramen	1
mano	mano	spanish	noun	hand	0
tofu	tofu	spanish	noun	tofu	1
pie	pje	spanish	noun	foot	0
bonsái	bonsai	spanish	noun	bonsai	1
ojo	oxo	spanish	noun	eye	0
geisha	ɣeiʃa	spanish	noun	geisha	1
nariz	nariθ	spanish	noun	nose	0
chic	ʃik	spanish	adjective	chic	1
boca	boka	spanish	noun	mouth	0
cliché	kliʃe	spanish	noun	cliché	1
cabello	kaβeʎo	spanish	noun	hair	0
decoración	dekoraθjon	spanish	noun	décor	1
brazo	braθo	spanish	noun	arm	0
conjunto	konxunto	spanish	noun	ensemble	0
pierna	pjerna	spanish	noun	leg	0
fachada	fatʃaða	spanish	noun	façade	0
corazón	koɾaθon	spanish	noun	heart	0
género	xenero	spanish	noun	genre	0
hueso	weso	spanish	noun	bone	0
enlace	enlaθe	spanish	noun	liaison	0
puerta	pwerta	spanish	noun	door	0
matinée	matine	spanish	noun	matinée	1
ventana	βentana	spanish	noun	window	0
ingenuo	inxenuo	spanish	adjective	naïve	0
pared	pared	spanish	noun	wall	0
currículum	kurikulum	spanish	noun	résumé	0
suelo	swelo	spanish	noun	floor	0
silueta	silweta	spanish	noun	silhouette	1
techo	tetʃo	spanish	noun	roof	0
recuerdo	rekwerðo	spanish	noun	souvenir	0
cama	kama	spanish	noun	bed	0
doble	doβle	spanish	noun	doppelganger	0
madre	maðɾe	spanish	noun	mother	0
deseo de viajar	deseoðeβjaxaɾ	spanish	noun	wanderlust	0
padre	paðɾe	spanish	noun	father	0
angustia	aŋɡustja	spanish	noun	angst	0
hermana	eɾmana	spanish	noun	sister	0
ataque relámpago	atakereɾampaɡo	spanish	noun	blitz	1
hermano	eɾmano	spanish	noun	brother	0
charcutería	tʃarkuteɾia	spanish	noun	delicatessen	1
niño	niɲo	spanish	noun	child	0
falso	falso	spanish	noun	ersatz	0
amigo	amiɣo	spanish	noun	friend	0
festival	festibal	spanish	noun	fest	1
maestro	maestɾo	spanish	noun	teacher	0
salud	salud	spanish	noun	gesundheit	0
estudiante	estudiante	spanish	noun	student	0
interior	inteɾjoɾ	spanish	noun	hinterland	0
mañana	mañana	spanish	noun	morning	0
kaput	kaput	spanish	noun	kaput	1
noche	notʃe	spanish	noun	night	0
leitmotiv	leitmotif	spanish	noun	leitmotif	1
día	dia	spanish	noun	day	0
poltergeist	poltergeist	spanish	noun	poltergeist	1
año	aɲo	spanish	noun	year	0
mochila	motʃila	spanish	noun	rucksack	0
comer	komeɾ	spanish	verb	eat	0
charla	tʃaɾla	spanish	noun	spiel	0
dormir	doɾmiɾ	spanish	verb	sleep	0
súper	super	spanish	noun	uber	0
saltar	saltar	spanish	verb	jump	0
prohibido	proiβiðo	spanish	verb	verboten	0
sentarse	sentarse	spanish	verb	sit	0
niño prodigio	niɲoproðiɣjo	spanish	noun	wunderkind	0
pararse	paɾarse	spanish	verb	stand	0
azúcar	aθukaɾ	spanish	noun	sugar	1
abrir	abriɾ	spanish	verb	open	0
algodón	alɣoðon	spanish	noun	cotton	1
cerrar	θerar	spanish	verb	close	0
revista	reβista	spanish	noun	magazine	0
dar	dar	spanish	verb	give	0
sofá	sofa	spanish	noun	sofa	1
tomar	tomar	spanish	verb	take	0
alcohol	alkol	spanish	noun	alcohol	1
hacer	aθeɾ	spanish	verb	make	0
jirafa	xiɾafa	spanish	noun	giraffe	1
leer	leeɾ	spanish	verb	read	0
peligro	peliɣɾo	spanish	noun	hazard	0
escribir	eskɾiβiɾ	spanish	verb	write	0
frasco	fɾasko	spanish	noun	jar	0
cantar	kantar	spanish	verb	sing	0
limón	limon	spanish	noun	lemon	0
bailar	bailar	spanish	verb	dance	0
colchón	koltʃon	spanish	noun	mattress	0
trabajar	tɾabaɣaɾ	spanish	verb	work	0
arancel	aɾanθel	spanish	noun	tariff	1
aprender	apɾendeɾ	spanish	verb	learn	0
macho	matʃo	spanish	noun	macho	0
feliz	felis	spanish	adjective	happy	0
fiesta	fjesta	spanish	noun	fiesta	0
triste	tɾiste	spanish	adjective	sad	0
siesta	sjesta	spanish	noun	siesta	0
grande	ɡɾande	spanish	adjective	big	0
plaza	plasa	spanish	noun	plaza	0
pequeño	pekeɲo	spanish	adjective	small	0
patio	patjo	spanish	noun	patio	0
caliente	kaljente	spanish	adjective	hot	0
guerrilla	ɡeriʝa	spanish	noun	guerrilla	0
frío	fɾio	spanish	adjective	cold	0
tornado	toɾnaðo	spanish	noun	tornado	1
nuevo	nweβo	spanish	adjective	new	0
cañón	kaɲon	spanish	noun	canyon	0
viejo	βjexo	spanish	adjective	old	0
bonanza	bonanθa	spanish	noun	bonanza	0
rápidamente	rapiðamente	spanish	adverb	quickly	0
burrito	burito	spanish	noun	burrito	0
lentamente	lentamente	spanish	adverb	slowly	0
quesadilla	kesadiʝa	spanish	noun	quesadilla	0
siempre	sjempɾe	spanish	adverb	always	0
taco	tako	spanish	noun	taco	0
nunca	nunka	spanish	adverb	never	0
nacho	natʃo	spanish	noun	nacho	0
banana	banana	spanish	noun	banana	1
poncho	pontʃo	spanish	noun	poncho	0
césped	θesped	spanish	noun	grass	0
vigilante	βixilante	spanish	noun	vigilante	0
flor	floɾ	spanish	noun	flower	0
fresco	fɾesko	spanish	noun	fresco	1
montaña	montaɲa	spanish	noun	mountain	0
estudio	estudio	spanish	noun	studio	1
amor	amoɾ	spanish	verb	love	0
volcán	bolkan	spanish	noun	volcano	0
pensar	pensar	spanish	verb	think	0
infierno	infjeɾno	spanish	noun	inferno	0
fuerte	fweɾte	spanish	adjective	strong	0
estuco	estuko	spanish	noun	stucco	1
débil	deβil	spanish	adjective	weak	0
capuchino	kaputʃino	spanish	noun	cappuccino	1
limpio	limpio	spanish	adjective	clean	0
espresso	espɾeso	spanish	noun	espresso	1
sueño	sweno	spanish	verb	dream	0
bravo	bɾaβo	spanish	adverb	bravo	1
construir	konstɾuiɾ	spanish	verb	build	0
nirvana	niɾβana	spanish	noun	nirvana	1
crecer	kɾeseɾ	spanish	verb	grow	0
bungaló	bunɡalo	spanish	noun	bungalow	1
plantar	plantaɾ	spanish	noun	plant	0
jungla	xunɡla	spanish	noun	jungle	1
cosecha	koseʧa	spanish	noun	harvest	0
pijama	pijama	spanish	noun	pajamas	1
cocinar	kosinaɾ	spanish	verb	cook	0
champú	tʃampu	spanish	noun	shampoo	1
hornear	oɾneaɾ	spanish	verb	bake	0
matón	maton	spanish	noun	thug	0
dibujar	diβuxaɾ	spanish	verb	draw	0
avatar	aβataɾ	spanish	noun	avatar	1
pintar	pintaɾ	spanish	verb	paint	0
gurú	ɡuɾu	spanish	noun	guru	1
jugar	xuɣaɾ	spanish	verb	play	0
vudú	βudu	spanish	noun	voodoo	1
estudiar	estudiaɾ	spanish	verb	study	0
marimba	maɾimba	spanish	noun	marimba	1
enseñar	enseɲaɾ	spanish	verb	teach	0
mojo	moxo	spanish	noun	mojo	1
ayudar	aʝudaɾ	spanish	verb	help	0
banjo	bandʒo	spanish	noun	banjo	1
preguntar	pɾeɣuntaɾ	spanish	verb	ask	0
tundra	tundɾa	spanish	noun	tundra	1
responder	respondeɾ	spanish	verb	answer	0
anorak	anoɾak	spanish	noun	anorak	1
llamar	ʎamaɾ	spanish	verb	call	0
trineo	tɾineo	spanish	noun	toboggan	1
nombre	noβɾe	spanish	noun	name	0
bumerán	bumeɾan	spanish	noun	boomerang	1
escuchar	eskutʃaɾ	spanish	verb	listen	0
canguro	kanɡuɾo	spanish	noun	kangaroo	1
animal	animal	spanish	noun	animal	0
artista	aɾtista	spanish	noun	artist	0
banco	banko	spanish	noun	bank	0
capital	kapital	spanish	noun	capital	0
centro	θentɾo	spanish	noun	center	0
cine	θine	spanish	noun	cinema	1
ciudad	θjuðað	spanish	noun	city	0
color	koloɾ	spanish	noun	color	0
comedia	komeðja	spanish	noun	comedy	1
cultura	kultura	spanish	noun	culture	0
doctor	doktoɾ	spanish	noun	doctor	0
drama	dɾama	spanish	noun	drama	1
economía	ekonomija	spanish	noun	economy	1
emoción	emosjon	spanish	noun	emotion	1
energía	eneɾxia	spanish	noun	energy	0
ejemplo	exemplo	spanish	noun	example	0
familia	familja	spanish	noun	family	0
festival	festibal	spanish	noun	festival	0
forma	foɾma	spanish	noun	form	0
función	funθjon	spanish	noun	function	0
hospital	ospital	spanish	noun	hospital	0
idea	idea	spanish	noun	idea	1
industria	industɾja	spanish	noun	industry	0
información	infoɾmaθjon	spanish	noun	information	0
instrumento	instɾumento	spanish	noun	instrument	0
inteligencia	intelixenθja	spanish	noun	intelligence	0
internet	inteɾnet	spanish	noun	internet	1
interés	inteɾes	spanish	noun	interest	0
internacional	inteɾnaθjonal	spanish	noun	international	0
justicia	xustisja	spanish	noun	justice	0
lengua	leŋɡwa	spanish	noun	language	0
lógica	loxika	spanish	noun	logic	1
manual	manual	spanish	noun	manual	0
mapa	mapa	spanish	noun	map	0
material	mateɾjal	spanish	noun	material	1
medios	meðjos	spanish	noun	media	0
memoria	memoɾja	spanish	noun	memory	0
metal	metal	spanish	noun	metal	0
método	metodo	spanish	noun	method	1
minuto	minuto	spanish	noun	minute	0
moderno	moðeɾno	spanish	noun	modern	0
momento	momento	spanish	noun	moment	0
música	musika	spanish	noun	music	1
nación	naθjon	spanish	noun	nation	0
natural	natuɾal	spanish	noun	natural	0
número	numero	spanish	noun	number	0
objeto	oxekto	spanish	noun	object	0
oficina	ofiθina	spanish	noun	office	0
opinión	opinion	spanish	noun	opinion	0
organización	oɾɣanizaθjon	spanish	noun	organization	0
papel	papel	spanish	noun	paper	0
persona	peɾsona	spanish	noun	person	0
foto	foto	spanish	noun	photo	1
policía	poliθja	spanish	noun	police	1
política	politika	spanish	noun	politics	1
población	poblaθjon	spanish	noun	population	0
presidente	pɾesiðente	spanish	noun	president	0
problema	pɾoblema	spanish	noun	problem	1
producto	pɾoðukto	spanish	noun	product	0
programa	pɾoɣɾama	spanish	noun	program	1
radio	raðjo	spanish	noun	radio	0
región	rexjon	spanish	noun	region	0
religión	reliχjon	spanish	noun	religion	0
escuela	eskwela	spanish	noun	school	0
ciencia	θjenθja	spanish	noun	science	0
situación	sitwaθjon	spanish	noun	situation	0
sistema	sistema	spanish	noun	system	1
teléfono	telefono	spanish	noun	telephone	1
televisión	teleβisjon	spanish	noun	television	1
turista	tuɾista	spanish	noun	tourist	0
universidad	uniβeɾsiðað	spanish	noun	university	0
visión	βisjon	spanish	noun	vision	0
acerca de	aseɾkade	spanish	function	about	0
después	despwes	spanish	function	after	0
otra vez	otɾaβes	spanish	adverb	again	0
contra	kontɾa	spanish	function	against	0
todo	toðo	spanish	function	all	0
casi	kasi	spanish	adverb	almost	0
solo	solo	spanish	adjective	alone	0
a lo largo de	alolaɾɣode	spanish	function	along	0
ya	ʝa	spanish	adverb	already	0
también	tambjen	spanish	adverb	also	0
aunque	aunke	spanish	function	although	0
entre	entɾe	spanish	function	among	0
y	i	spanish	function	and	0
otro	otɾo	spanish	function	another	0
cualquier	kwalkjeɾ	spanish	function	any	0
alrededor de	alreðeɾoðe	spanish	function	around	0
como	komo	spanish	function	as	0
en	en	spanish	function	at	0
lejos	lexos	spanish	function	away	0
espalda	espalda	spanish	noun	back	0
ser	seɾ	spanish	verb	be	0
llegar a ser	ʎeɣaɾaseɾ	spanish	verb	become	0
antes	antes	spanish	function	before	0
comenzar	komenθaɾ	spanish	verb	begin	0
detrás	detɾas	spanish	function	behind	0
creer	kɾeeɾ	spanish	verb	believe	0
debajo	deβaxo	spanish	function	below	0
entre	entɾe	spanish	function	between	0
más allá	masʝa	spanish	function	beyond	0
negro	neɣɾo	spanish	adjective	black	0
sangre	sanɡɾe	spanish	noun	blood	0
soplar	soplaɾ	spanish	verb	blow	0
azul	aθul	spanish	adjective	blue	0
cuerpo	kwjeɾpo	spanish	noun	body	0
ambos	ambos	spanish	function	both	0
romper	rompeɾ	spanish	verb	break	0
traer	tɾaeɾ	spanish	verb	bring	0
marrón	maɾon	spanish	adjective	brown	0
quemar	kemaɾ	spanish	verb	burn	0
pero	peɾo	spanish	function	but	0
comprar	kompɾaɾ	spanish	verb	buy	0
por	poɾ	spanish	function	by	0
poder	poðeɾ	spanish	verb	can	0
coger	koxeɾ	spanish	verb	catch	0
claro	klaɾo	spanish	adjective	clear	0
escalar	eskalaɾ	spanish	verb	climb	0
venir	beniɾ	spanish	verb	come	0
fresco	fɾesko	spanish	adjective	cool	0
contar	kontaɾ	spanish	verb	count	0
cubrir	kuβɾiɾ	spanish	verb	cover	0
cortar	koɾtaɾ	spanish	verb	cut	0
oscuro	oskuɾo	spanish	adjective	dark	0
muerto	mweɾto	spanish	adjective	dead	0
profundo	pɾofundo	spanish	adjective	deep	0
cavar	kiβaɾ	spanish	verb	dig	0
hacer	aθeɾ	spanish	verb	do	0
abajo	abaxo	spanish	function	down	0
beber	bɾinkeɾ	spanish	verb	drink	0
conducir	kondusiɾ	spanish	verb	drive	0
dejar caer	dexadɾopeɾ	spanish	verb	drop	0
seco	sekos	spanish	adjective	dry	0
cada	kada	spanish	function	each	0
temprano	tempɾano	spanish	adverb	early	0
este	este	spanish	noun	east	0
borde	boɾxe	spanish	function	edge	0
fin	fin	spanish	noun	end	0
cara	kaɾa	spanish	noun	face	0
caer	kaeɾ	spanish	verb	fall	0
lejos	lexos	spanish	adjective	far	0
rápido	ɾapido	spanish	adjective	fast	0
gordo	ɡoɾðo	spanish	adjective	fat	0
miedo	mjeðo	spanish	noun	fear	0
alimentar	alimentaɾ	spanish	verb	feed	0
sentir	sentir	spanish	verb	feel	0
pocos	pjekos	spanish	adverb	few	0
luchar	luxtaɾ	spanish	verb	fight	0
llenar	ʎenaɾ	spanish	verb	fill	0
encontrar	enkontɾaɾ	spanish	verb	find	0
primero	pɾimeɾo	spanish	adjective	first	0
pescado	pjeskado	spanish	noun	fish	0
cinco	θinko	spanish	adjective	five	0
volar	bolaɾ	spanish	verb	fly	0
seguir	segiɾ	spanish	verb	follow	0
comida	komida	spanish	noun	food	0
para	paɾa	spanish	function	for	0
cuatro	kwatɾo	spanish	adjective	four	0
libre	libɾe	spanish	adjective	free	0
de	de	spanish	function	from	0
lleno	ʎeno	spanish	adjective	full	0
obtener	obteneɾ	spanish	verb	get	0
ir	iɾ	spanish	verb	go	0
dios	djos	spanish	noun	god	0
oro	oɾo	spanish	function	gold	0
bueno	bweɾno	spanish	adjective	good	0
verde	beɾde	spanish	adjective	green	0
colgar	kolxaɾ	spanish	verb	hang	0
tener	teneɾ	spanish	verb	have	0
él	el	spanish	function	he	0
cabeza	kaβeθa	spanish	noun	head	0
oír	oiɾ	spanish	verb	hear	0
pesado	pesaðo	spanish	adjective	heavy	0
aquí	aki	spanish	function	here	0
alto	alto	spanish	adjective	high	0
sostener	sosteɾ	spanish	verb	hold	0
hogar	oɣaɾ	spanish	noun	home	0
esperanza	espeɾanθa	spanish	noun	hope	0
caballo	kaβaʎo	spanish	noun	horse	0
cómo	komo	spanish	function	how	0
cazar	kasaɾ	spanish	verb	hunt	0
yo	ʝo	spanish	function	i	0
si	si	spanish	function	if	0
en	en	spanish	function	in	0
en	en	spanish	function	into	0
ello	eʎo	spanish	function	it	0
mantener	manteɾ	spanish	verb	keep	0
matar	mataɾ	spanish	verb	kill	0
amable	amβle	spanish	adjective	kind	0
rey	rein	spanish	noun	king	0
saber	saβeɾ	spanish	verb	know	0
tierra	tjera	spanish	noun	land	0
grande	ɡɾande	spanish	adjective	large	0
último	ultjmo	spanish	adjective	last	0
tarde	taɾðe	spanish	adjective	late	0
reír	reiɾ	spanish	verb	laugh	0
poner	poneɾ	spanish	verb	lay	0
liderar	liðeɾaɾ	spanish	verb	lead	0
salir	saliɾ	spanish	verb	leave	0
izquierda	iskjeɾda	spanish	adjective	left	0
dejar	dexar	spanish	verb	let	0
vida	biða	spanish	noun	life	0
luz	luχ	spanish	noun	light	0
como	komo	spanish	function	like	0
pequeño	pekeɲo	spanish	adjective	little	0
vivir	biβiɾ	spanish	verb	live	0
largo	laɾɣo	spanish	adjective	long	0
mirar	miɾaɾ	spanish	verb	look	0
bajo	baxo	spanish	adjective	low	0
hombre	ombre	spanish	noun	man	0
muchos	mutʃos	spanish	adjective	many	0
puede	pwede	spanish	verb	may	0
me	me	spanish	function	me	0
encontrar	enkontrar	spanish	verb	meet	0
podría	podria	spanish	verb	might	0
luna	luna	spanish	noun	moon	0
más	mas	spanish	adverb	more	0
mover	moβer	spanish	verb	move	0
mucho	mutʃo	spanish	adverb	much	0
deber	deβer	spanish	verb	must	0
mi	mi	spanish	function	my	0
cerca	θeɾka	spanish	function	near	0
no	no	spanish	function	no	0
no	no	spanish	function	not	0
ahora	aora	spanish	function	now	0
de	de	spanish	function	of	0
apagado	apaɣaðo	spanish	adjective	off	0
en	en	spanish	function	on	0
uno	uno	spanish	adjective	one	0
solo	solo	spanish	adjective	only	0
o	o	spanish	function	or	0
otro	otɾo	spanish	adjective	other	0
nuestro	nwestɾo	spanish	function	our	0
fuera	fweɾa	spanish	function	out	0
sobre	soβɾe	spanish	function	over	0
propio	pɾopjo	spanish	verb	own	0
tirar	tiɾar	spanish	verb	pull	0
poner	poneɾ	spanish	verb	put	0
rojo	roxo	spanish	adjective	red	0
derecho	deɾetʃo	spanish	adjective	right	0
decir	desir	spanish	verb	say	0
ver	βeɾ	spanish	verb	see	0
parecer	paɾeθeɾ	spanish	verb	seem	0
vender	βendeɾ	spanish	verb	sell	0
enviar	enβjaɾ	spanish	verb	send	0
establecer	estableseɾ	spanish	verb	set	0
ella	eʎa	spanish	function	she	0
mostrar	mostɾaɾ	spanish	verb	show	0
cerrar	θeɾraɾ	spanish	verb	shut	0
así	asi	spanish	function	so	0
algunos	alɣunos	spanish	function	some	0
hijo	ixo	spanish	noun	son	0
pronto	pɾonto	spanish	adverb	soon	0
estar de pie	estaɾdepje	spanish	verb	stand	0
empezar	empezaɾ	spanish	verb	start	0
quedarse	keðaɾse	spanish	verb	stay	0
parar	paɾaɾ	spanish	verb	stop	0
sol	sol	spanish	noun	sun	0
hablar	aβlaɾ	spanish	verb	talk	0
decir	desir	spanish	verb	tell	0
que	ke	spanish	function	than	0
que	ke	spanish	function	that	0
el	el	spanish	function	the	0
ellos	eʎos	spanish	function	them	0
entonces	entonses	spanish	function	then	0
allí	aʎi	spanish	function	there	0
ellos	eʎos	spanish	function	they	0
cosa	kosa	spanish	noun	thing	0
esto	esto	spanish	function	this	0
tres	tɾes	spanish	adjective	three	0
a través de	atɾaβesde	spanish	function	through	0
tiempo	tjempo	spanish	noun	time	0
a	a	spanish	function	to	0
hoy	oi	spanish	noun	today	0
también	tambjen	spanish	adverb	too	0
verdadero	beɾðaðo	spanish	adjective	true	0
intentar	intentaɾ	spanish	verb	try	0
girar	xiɾaɾ	spanish	verb	turn	0
dos	dos	spanish	adjective	two	0
debajo	deβaxo	spanish	function	under	0
entender	entendeɾ	spanish	verb	understand	0
arriba	aɾiba	spanish	function	up	0
nosotros	nosotɾos	spanish	function	us	0
usar	usaɾ	spanish	verb	use	0
muy	mwi	spanish	adverb	very	0
querer	keɾeɾ	spanish	verb	want	0
cálido	kalido	spanish	adjective	warm	0
era	eɾa	spanish	verb	was	0
agua	aɣwa	spanish	noun	water	0
camino	kamino	spanish	noun	way	0
nosotros	nosotɾos	spanish	function	we	0
bien	bjen	spanish	adjective	well	0
eran	eɾan	spanish	verb	were	0
qué	ke	spanish	function	what	0
cuándo	kwando	spanish	function	when	0
dónde	donde	spanish	function	where	0
cuál	kwal	spanish	function	which	0
blanco	blanko	spanish	adjective	white	0
quién	kjen	spanish	function	who	0
por qué	poɾke	spanish	function	why	0
voluntad	boluntad	spanish	verb	will	0
con	kon	spanish	function	with	0
mujer	muxeɾ	spanish	noun	woman	0
trabajo	tɾabaχo	spanish	noun	work	0
mundo	muɾndo	spanish	noun	world	0
haría	aɾia	spanish	verb	would	0
sí	si	spanish	function	yes	0
todavía	toðabja	spanish	adverb	yet	0
tú	tu	spanish	function	you	0
joven	xoβen	spanish	adjective	young	0
helicóptero	elikopteɾo	spanish	noun	helicopter	1
chocolate	tʃokolate	spanish	noun	chocolate	1
violín	bjoʎin	spanish	noun	violin	1
tenis	tenis	spanish	noun	tennis	1
micrófono	mikɾofono	spanish	noun	microphone	1
fotografía	fotoɣɾafia	spanish	noun	photograph	1
teléfono	telefono	spanish	noun	telephone	1
democracia	demokɾasia	spanish	noun	democracy	1
filosofía	filosofia	spanish	noun	philosophy	1
bicicleta	biθikleta	spanish	noun	bicycle	1
computadora	komputaðoɾa	spanish	noun	computer	1
internet	inteɾnet	spanish	noun	internet	1
sándwich	sanðwitʃ	spanish	noun	sandwich	1
hamburguesa	amburɣesa	spanish	noun	hamburger	1
pizza	pitsa	spanish	noun	pizza	1
pasta	pasta	spanish	noun	pasta	1
whisky	gwiski	spanish	noun	whiskey	1
champán	ʃampan	spanish	noun	champagne	1
vodka	boðka	spanish	noun	vodka	1
ginebra	xinebra	spanish	noun	gin	0
brandy	bɾandi	spanish	noun	brandy	1
ron	ron	spanish	noun	rum	0
tequila	tekila	spanish	noun	tequila	0
sake	sake	spanish	noun	sake	1
kimono	kimono	spanish	noun	kimono	1
judo	xudo	spanish	noun	judo	1
kárate	kaɾate	spanish	noun	karate	1
aikido	aikido	spanish	noun	aikido	1
sumo	sumo	spanish	noun	sumo	1
tempura	tempura	spanish	noun	tempura	1
wasabi	wasabi	spanish	noun	wasabi	1
sashimi	saʃimi	spanish	noun	sashimi	1
miso	miso	spanish	noun	miso	1
tifón	tifon	spanish	noun	typhoon	1
kamikaze	kamikase	spanish	noun	kamikaze	1
emoji	emoji	spanish	noun	emoji	1
sudoku	sudo̞ku	spanish	noun	sudoku	1
magnate	maɣnate	spanish	noun	tycoon	1
shogun	ʃoɣun	spanish	noun	shogun	1
rickshaw	rikʃau	spanish	noun	rickshaw	1
ginkgo	giŋko	spanish	noun	ginkgo	1
shiatsu	ʃiatsu	spanish	noun	shiatsu	1
kabuki	kabuki	spanish	noun	kabuki	1
kendo	kendo	spanish	noun	kendo	1
bushido	buʃido	spanish	noun	bushido	1
zen	θen	spanish	noun	zen	1
wok	wok	spanish	noun	wok	1
yin yang	jinjaŋ	spanish	noun	yin_yang	1
gong	ɡoŋto	spanish	noun	gong	1
tango	taŋɡo	spanish	noun	tango	1
flamenco	flameŋko	spanish	noun	flamenco	1
samba	samba	spanish	noun	samba	1
bossa nova	bosanowa	spanish	noun	bossa_nova	1
salsa	salsa	spanish	noun	salsa	1
rumba	rumba	spanish	noun	rumba	1
mambo	mambo	spanish	noun	mambo	1
chachachá	tʃaˌtʃaˌtʃa	spanish	noun	cha_cha	1
conga	koŋɡa	spanish	noun	conga	1
merengue	meɾeŋɡe	spanish	noun	merengue	1
reggae	reɡe	spanish	noun	reggae	1
ska	ska	spanish	noun	ska	1
calipso	kalipso	spanish	noun	calypso	1
mariachi	maɾjaʧi	spanish	noun	mariachi	1
fandango	fandaŋɡo	spanish	noun	fandango	1
bolero	boleɾo	spanish	noun	bolero	1
habanera	abaneɾa	spanish	noun	habanera	1
tarantela	tataɾnela	spanish	noun	tarantella	1
polca	polka	spanish	noun	polka	1
vals	bals	spanish	noun	waltz	0
mazurca	masuɾka	spanish	noun	mazurka	1
folk	folk	spanish	noun	folk	0
jazz	dʒaz	spanish	noun	jazz	1
blues	blus	spanish	noun	blues	1
gospel	ɡospel	spanish	noun	gospel	1
soul	soul	spanish	noun	soul	1
funk	fuŋk	spanish	noun	funk	1
disco	disko	spanish	noun	disco	0
techno	tekno	spanish	noun	techno	1
house	haus	spanish	noun	house	0
hip hop	ipop	spanish	noun	hip_hop	1
rap	rap	spanish	noun	rap	1
grunge	ɡɾunxe	spanish	noun	grunge	1
punk	puŋk	spanish	noun	punk	1
rock	rok	spanish	noun	rock	1
pop	pop	spanish	noun	pop	1
country	kuntri	spanish	noun	country	1
bluegrass	bluɡɾas	spanish	noun	bluegrass	1
reguetón	reɡeton	spanish	noun	reggaeton	0
bachata	batʃata	spanish	noun	bachata	0
kizomba	kizomba	spanish	noun	kizomba	1
zouk	θouk	spanish	noun	zouk	1
cumbia	kumbja	spanish	noun	cumbia	0
vallenato	baʎenato	spanish	noun	vallenato	0
fado	fado	spanish	noun	fado	1
sevillana	seβiʎana	spanish	noun	sevillana	0
sardana	saɾdana	spanish	noun	sardana	0
jota	xota	spanish	noun	jota	0
muñeira	mweɲeɾa	spanish	noun	muñeira	0
aurresku	auɾesku	spanish	noun	aurresku	0
cancán	kaŋkan	spanish	noun	cancan	1
cabaret	kaβaɾet	spanish	noun	cabaret	1
vodevil	βoðeβil	spanish	noun	vaudeville	1
burlesco	buɾlesko	spanish	noun	burlesque	1
circo	θiɾko	spanish	noun	circus	1
rodeo	ɾeoðe	spanish	noun	rodeo	0
carnaval	kaɾnaβal	spanish	noun	carnival	0
mascarada	maskaɾaða	spanish	noun	masquerade	1
gala	ɡala	spanish	noun	gala	1
estreno	estɾeno	spanish	noun	premiere	1
bis	bis	spanish	noun	encore	1
ovación	oβasjon	spanish	noun	ovation	1
maestro	maestɾo	spanish	noun	maestro	1
virtuoso	βiɾtwoso	spanish	noun	virtuoso	1
crescendo	kɾesθenðo	spanish	noun	crescendo	1
diminuendo	ðiminwendo	spanish	noun	diminuendo	1
fortísimo	foɾtisimo	spanish	noun	fortissimo	1
pianísimo	pjanisimo	spanish	noun	pianissimo	1
allegro	aʎeɡɾo	spanish	noun	allegro	1
andante	andante	spanish	noun	andante	1
adagio	aðaxjo	spanish	noun	adagio	1
largo	laɾɡo	spanish	noun	largo	1
presto	pɾesto	spanish	noun	presto	1
soprano	sopɾano	spanish	noun	soprano	1
alto	alto	spanish	noun	alto	1
tenor	tenoɾ	spanish	noun	tenor	1
bajo	βaxo	spanish	noun	bass	1
barítono	βaɾiton	spanish	noun	baritone	1
falsete	falsete	spanish	noun	falsetto	1
vibrato	βiβɾato	spanish	noun	vibrato	1
trémolo	tɾemolo	spanish	noun	tremolo	1
pizzicato	pitsikato	spanish	noun	pizzicato	1
staccato	stakato	spanish	noun	staccato	1
legato	leɡato	spanish	noun	legato	1
glisando	ɡlisando	spanish	noun	glissando	1
arpegio	aɾpeθjo	spanish	noun	arpeggio	1
cadenza	kaðenθa	spanish	noun	cadenza	1
final	final	spanish	noun	finale	1
obertura	oβeɾatuɾa	spanish	noun	overture	1
